pseoInstitutionId,name,state,city,lat,lon,tuitionInState,tuitionOutState,roomCost,bookCost,totalCostEstimate,loanPrincipal,pellGrantRate,federalLoanRate,studentsWithAnyLoan,medianDebtOverall,completerDebt,monthlyPayment,gradCohort,gradCohortYears,y1P25Earnings,y1P50Earnings,y1P75Earnings,y1GradsEarn,y1IpedsCount,y5P25Earnings,y5P50Earnings,y5P75Earnings,y5GradsEarn,y5IpedsCount,y10P25Earnings,y10P50Earnings,y10P75Earnings,y10GradsEarn,y10IpedsCount,earningsDebtRatio,matchMethod
00310000,Ohio University,OH,Athens,39.326798,-82.100985,12612,22406,14024,984,27620,14676,0.2287,0.4977,0.868881638,14676,20629,206.22,0000,3,33128,49631,71245,83277,115441,47678,65653,90091,75300,94174,55794,77785,111943,40493,53475,2.41,exact
00317400,Oklahoma Panhandle State University,OK,Goodwell,36.594518,-101.638488,7384,8128,5872,465,13721,8055,0.4102,0.6237,0.770833333,8055,14100,140.95,0000,3,33905,46655,66075,1174,1933,45395,61071,85811,1283,1933,46899,60672,85313,241,593,3.31,exact
00317000,Oklahoma State University,OK,Stillwater,36.123085,-97.069743,9019,24539,9340,1140,19499,15000,0.2762,0.4205,0.813329528,15000,20500,204.93,0000,3,32460,46423,65001,20081,36605,47696,66149,91090,23674,36605,54736,80075,117015,3741,11077,2.26,exact
00964700,Oklahoma State University - Oklahoma City,OK,Oklahoma City,35.474969,-97.581959,5070,10908,5534,1440,12044,8654,0.3198,0.2158,0.604270938,8654,14519,145.14,0000,3,54051,74545,105799,150,185,61545,87447,115402,138,185,,,,,40,5.13,exact
00317200,Oklahoma State University Institute of Technology - Okmulgee,OK,Okmulgee,35.626934,-95.940373,5774,11384,6480,1100,13354,9000,0.5523,0.5471,0.754364841,9000,12000,119.96,0000,3,47326,63839,82785,450,566,60727,85742,106913,410,566,63610,89880,116743,73,148,5.32,fuzzy
00372800,Old Dominion University,VA,Norfolk,36.886418,-76.30666,10800,30960,12988,1300,25088,17000,0.3811,0.5384,0.869272237,17000,24697,246.89,0000,3,29858,43449,62110,47069,70059,44791,61051,82678,43114,58083,52848,72571,103984,24609,33697,1.76,exact
00174100,Olivet Nazarene University,IL,Bourbonnais,41.155237,-87.875165,36950,36950,8990,1000,46940,18833,0.3473,0.7177,0.954285714,18833,25250,252.42,0000,3,33439,50428,73436,9721,14540,44948,62173,88083,8457,12029,51837,73357,106447,4664,6902,2.0,exact
00321100,Oregon Institute of Technology,OR,Klamath Falls,42.257152,-121.785177,11269,31379,9936,1225,22430,16475,0.2338,0.3082,0.835549335,16475,23000,229.92,0000,3,52427,72018,90912,9769,11446,64435,86245,108762,7923,9329,69689,96703,125754,4494,5424,3.13,exact
00321000,Oregon State University,OR,Corvallis,44.56395,-123.274723,11858,31467,13200,1200,26258,15500,0.2299,0.3651,0.860114526,15500,21793,217.86,0000,3,30042,44144,64827,57460,87645,47149,66339,93822,51910,69265,59619,83826,121441,29112,38920,2.03,exact
00332900,Pennsylvania State University (The),PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,34022,51838,72168,111756,190418,54717,76739,104206,129122,190418,66955,97721,141150,80761,118375,,exact
00332913,Pennsylvania State University (The) - Abington,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,31698,45557,65497,5595,7728,47214,65206,91455,5906,7728,55028,76950,107186,2885,4048,,fuzzy
00332903,Pennsylvania State University (The) - Altoona,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,28071,39790,58635,3698,5264,40452,56643,82008,4069,5264,47011,64093,93723,2446,3222,,fuzzy
00332904,Pennsylvania State University (The) - Beaver,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,29320,39755,52797,843,1059,43359,56512,76425,950,1059,52407,68392,93143,439,569,,fuzzy
00332906,Pennsylvania State University (The) - Berks,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,31917,46236,62797,3231,4198,48567,66094,87926,3410,4198,55964,78390,107597,1678,2127,,fuzzy
00332921,Pennsylvania State University (The) - Brandywine,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,30180,41572,55542,2134,2996,44168,60011,80349,2334,2996,53982,74945,106913,1352,1936,,fuzzy
00332907,Pennsylvania State University (The) - DuBois,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,25899,35981,49160,654,820,36325,47590,64366,641,820,41160,58659,82059,427,591,,fuzzy
00332920,Pennsylvania State University (The) - Harrisburg,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,33496,48690,65335,8115,11403,49642,67507,89003,8488,11403,57273,78595,109798,4706,6939,,fuzzy
00332909,Pennsylvania State University (The) - Hazleton,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,28564,39828,57071,618,757,41815,58425,79057,665,757,55197,71060,94607,384,452,,fuzzy
00332911,Pennsylvania State University (The) - Mont Alto,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,34902,50507,73390,727,833,42795,61211,84655,691,833,49112,74301,106115,402,452,,fuzzy
00332914,Pennsylvania State University (The) - Schuylkill,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,27406,37984,55699,786,1104,40266,54936,80853,856,1104,43447,58680,79660,470,626,,fuzzy
00332915,Pennsylvania State University (The) - Scranton,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,29119,40361,59774,1525,2083,40573,55984,80934,1568,2083,48144,69717,104056,888,1206,,fuzzy
00332916,Pennsylvania State University (The) - Shenango,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,28631,41135,60590,655,1042,37626,55563,85870,744,1042,43071,58836,85951,487,688,,fuzzy
00332918,Pennsylvania State University (The) - York,PA,University Park,40.7965,-77.862848,18450,35514,12318,1840,32608,,0.2222,0.4654,,,,,0000,3,32195,45870,64351,1108,1450,45937,61882,88090,1134,1450,55287,77864,111872,735,931,,fuzzy
00158800,Piedmont University,GA,Demorest,34.566042,-83.542126,27520,27520,10850,1544,39914,18750,0.4295,0.6921,0.892230576,18750,25000,249.92,0000,3,30936,45637,62419,1625,2483,45634,57512,74376,1065,1633,,,,,,1.83,exact
00321600,Portland State University,OR,Portland,45.511601,-122.686289,10112,29001,13500,1200,24812,16166,0.3898,0.3757,0.810582011,16166,21000,209.93,0000,3,29184,41509,57751,54946,85761,42518,60241,82853,49625,70834,53354,75632,108018,29402,42168,1.98,exact
00344500,Presbyterian College,SC,Clinton,34.465834,-81.87448,40260,40260,10900,1200,52360,13180,0.3004,0.5299,0.858156028,13180,25816,258.07,0000,3,27821,39733,49294,2572,5304,43249,55592,74225,3166,4678,53552,70560,107788,2216,3172,1.54,exact
00340600,Providence College,RI,Providence,41.842742,-71.437446,54388,54388,14295,1150,69833,26800,0.1431,0.5303,0.975077882,26800,27000,269.91,0000,3,37379,52532,68070,8082,12565,62108,82169,110487,7031,9161,77253,108825,159976,2407,2989,1.95,exact
02116300,Pueblo Community College,CO,Pueblo,38.262124,-104.636258,4520,15942,11439,1800,17759,6000,0.3552,0.2354,0.531929348,6000,11000,109.96,0000,3,52232,67174,80729,65,67,,,,,10,,,,,,6.11,exact
00182500,Purdue University,IN,West Lafayette,40.428206,-86.914435,9992,28794,10030,1000,21022,15162,0.1533,0.2809,0.799054374,15162,19500,194.94,0000,3,37079,55573,76527,83624,136381,53279,75888,102794,78364,113031,64683,96435,136884,50616,70230,2.85,manual
00182800,Purdue University Fort Wayne,IN,Fort Wayne,41.117278,-85.108962,8730,20961,8765,1240,18735,11000,0.2644,0.2997,0.76077886,11000,22179,221.72,0000,3,30360,41954,56473,16839,22647,41648,55951,75714,14964,18938,48218,65717,92842,8541,11245,1.89,exact
00182700,Purdue University Northwest,IN,Hammond,41.584324,-87.474236,7942,14734,7821,1500,17263,13813,0.317,0.3346,,13813,21207,212.0,0000,3,35635,54537,78596,18703,24932,47405,68590,96205,15452,19237,50640,73818,108722,7037,9123,2.57,exact
00140200,Quinnipiac University,CT,Hamden,41.418915,-72.894117,50760,50760,15440,800,67000,21500,0.1535,0.5901,0.975767918,21500,26000,259.91,0000,3,33603,50493,73238,11038,18160,63490,83159,106218,11587,12830,74174,102889,143496,4336,4010,1.94,exact
00373200,Radford University,VA,Radford,37.136907,-80.549728,11416,23498,9612,1260,22288,16305,0.3793,0.6664,0.938438057,16305,23249,232.41,0000,3,28150,40285,54550,28162,38887,43137,57064,76084,27196,33276,49711,68208,97773,16849,21586,1.73,exact
00373300,Randolph - Macon College,VA,Ashland,37.76043,-77.478416,43940,43940,12680,1200,57820,21500,0.21,0.6053,0.952998379,21500,27000,269.91,0000,3,26976,40102,52894,3659,6370,45127,59588,78292,3818,5188,54572,74340,107914,2330,3220,1.49,exact
00373400,Randolph College,VA,Lynchburg,37.437315,-79.171887,25610,25610,11000,1280,37890,17103,0.3982,0.715,0.943502825,17103,27000,269.91,0000,3,23872,32710,43882,1693,3187,37761,53274,71598,1891,2768,48159,65744,90961,1349,1930,1.21,exact
03091300,Regent University,VA,Virginia Beach,36.801173,-76.194627,18720,18720,7220,1000,26940,11235,0.4852,0.5943,0.842105263,11235,24313,243.05,0000,3,29742,42731,61558,3280,6581,37755,53688,73765,2553,4534,47566,65268,89191,973,1670,1.76,exact
00373600,Roanoke College,VA,Salem,37.294861,-80.055467,47020,47020,14580,1000,62600,22250,0.2591,0.674,0.956416465,22250,27000,269.91,0000,3,27391,38890,51448,6046,9282,42696,57234,77742,6179,7871,52555,73607,106812,3935,4962,1.44,exact
00316800,Rogers State University,OK,Claremore,36.321437,-95.635718,7470,15810,9814,2400,19684,10000,0.4218,0.4356,0.728709842,10000,20500,204.93,0000,3,31357,42701,61265,1911,2991,41604,57352,78576,2016,2991,45049,67692,106666,326,786,2.08,exact
00165900,Rosalind Franklin University of Medicine and Science,IL,North Chicago,42.300069,-87.859632,,,,,,,,,,,,,0000,3,82142,90933,178457,34,50,57042,68098,80729,65,44,62075,134767,187560,69,38,,exact
00183000,Rose-Hulman Institute of Technology,IN,Terre Haute,39.483602,-87.326749,52914,52914,15690,1500,70104,22577,0.124,0.449,0.957996769,22577,25142,251.34,0000,3,70055,83155,100470,2100,3842,86103,102731,128078,2137,3842,,,,,736,3.31,exact
00284500,SUNY College at Geneseo,NY,Geneseo,42.796645,-77.821894,8856,18766,14472,1000,24328,15500,0.2603,0.513,0.90813253,15500,20047,200.4,0000,3,25669,36114,50298,15445,26087,46670,62560,82241,17260,22183,58663,77848,110757,11185,14250,1.8,exact
00285600,SUNY College of Agriculture & Technology at Cobleskill,NY,Cobleskill,42.672534,-74.498258,8591,18501,13800,1200,23591,11000,0.474,0.5983,0.884095299,11000,15750,157.45,0000,3,27210,37475,50720,3767,5087,38691,52751,69368,3155,3889,47349,64427,88288,1420,1795,2.38,exact
00285100,SUNY College of Environment Science & Forestry,NY,Syracuse,43.034765,-76.138724,9130,19040,18690,1200,29020,13000,0.271,0.4614,0.89010989,13000,12000,119.96,0000,3,25754,38222,55485,4732,6813,41315,57915,79281,4422,5461,53486,74164,101703,2413,3021,3.19,fuzzy
00285400,SUNY College of Technology at Alfred,NY,Alfred,42.255262,-77.794632,8726,15666,13180,1200,23106,12000,0.4934,0.6643,0.916535433,12000,15000,149.95,0000,3,35029,50034,66267,3590,4294,50812,67449,86105,2812,3093,62058,83022,109852,1261,1252,3.34,exact
00285500,SUNY College of Technology at Canton,NY,Canton,44.604096,-75.182906,8689,12619,13635,1300,23624,12000,0.5398,0.6988,0.882469136,12000,20000,199.93,0000,3,30414,44441,64105,3437,4520,42746,59073,82210,2436,3160,47119,67901,92601,709,926,2.22,exact
00285700,SUNY College of Technology at Delhi,NY,Delhi,42.269859,-74.924612,8640,12410,13320,1300,23260,12000,0.4845,0.5709,0.865402844,12000,15250,152.45,0000,3,38636,62393,95341,3683,4057,51362,73595,108552,2577,2630,56766,79393,111675,661,487,4.09,exact
00284300,SUNY Cortland,NY,Cortland,42.598022,-76.188655,8677,18587,13100,1000,22777,17750,0.3079,0.6621,0.941414771,17750,21500,214.93,0000,3,24942,34290,47400,19947,29499,45466,61511,80144,20375,24572,55745,73478,100450,12130,14947,1.59,exact
00285300,SUNY Maritime College,NY,Throggs Neck,40.807217,-73.795309,8522,18432,13747,1500,23769,18250,0.2286,0.4599,0.906306306,18250,23250,232.42,0000,3,58842,79226,100787,3362,4014,84166,109057,137906,2762,3137,100493,130998,166408,1309,1271,3.41,exact
00284400,SUNY at Fredonia,NY,Fredonia,42.452236,-79.337375,8492,18402,13180,1200,22872,15250,0.4347,0.7107,0.921837992,15250,23300,232.92,0000,3,24039,32990,45200,14730,23384,40145,53719,68782,15685,20457,48751,64406,85725,9579,13152,1.42,exact
00140300,Sacred Heart University,CT,Fairfield,41.220893,-73.243332,44350,44350,16492,1200,62042,20000,0.171,0.5883,0.964673913,20000,25561,255.53,0000,3,32709,49997,75306,9944,16611,57124,76660,100043,12901,16611,68178,92512,126145,7521,10193,1.96,exact
00998700,Saint Anthony College of Nursing,IL,Rockford,42.310147,-88.991968,27460,27460,6300,2000,35760,18750,0.4604,0.7475,,18750,21250,212.43,0000,3,57639,67561,78931,1199,1281,61247,76599,90603,962,1021,70584,88680,109179,434,507,3.18,exact
02185400,Saint Augustine College,IL,Chicago,41.972414,-87.662806,12120,12120,8500,1200,21820,3979,0.7505,0.0499,0.013937282,3979,4083,40.82,0000,3,32345,40180,48777,415,497,40247,48196,56406,258,343,41288,51537,67768,87,131,9.84,fuzzy
00624000,Saint Francis Medical Center College of Nursing,IL,Peoria,40.701241,-89.590322,,,,,,15000,0.3,0.5031,0.940540541,15000,15000,149.95,0000,3,52924,61511,70887,2305,2617,58563,70157,84534,1864,2186,65914,83881,110845,861,1133,4.1,exact
00237900,Saint John's University,MN,Collegeville,45.580075,-94.393621,48166,48166,11362,1000,60528,23250,0.2075,0.6151,0.969432314,23250,27000,269.91,0000,3,35400,50378,64765,4101,6236,54593,73984,98058,3944,5043,73930,102460,147605,2127,2575,1.87,fuzzy
00183500,Saint Mary of the Woods College,IN,Saint Mary of the Woods,39.508546,-87.463791,31150,31150,11240,1600,43990,12795,0.5209,0.7467,0.887323944,12795,19500,194.94,0000,3,28802,38479,49073,486,1066,36766,46918,61332,616,1066,,,,,179,1.97,exact
00238000,Saint Mary's University of Minnesota,MN,Winona,44.044736,-91.695449,38280,38280,9630,1600,49510,15250,0.2999,0.5985,0.909574468,15250,20832,208.25,0000,3,36370,52061,74543,5585,7882,49831,69584,97327,5140,6654,60937,82388,113539,2320,3219,2.5,exact
00218800,Salem State University,MA,Salem,42.503575,-70.890234,11675,18480,14590,1200,27465,19073,0.3711,0.6182,0.918865248,19073,25000,249.92,0000,3,33501,46490,63823,10877,14340,48652,66565,89072,11289,14340,58898,82768,110985,3360,4321,1.86,exact
00360600,Sam Houston State University,TX,Huntsville,30.714738,-95.546205,8736,18552,9670,1380,19786,16694,0.4064,0.5182,0.842166949,16694,22020,220.13,0000,3,30618,43550,58631,47572,65994,47177,62030,79023,42420,52977,55694,72549,98145,24529,31335,1.98,exact
00159000,Savannah State University,GA,Savannah,32.024781,-81.063377,5902,16624,7762,1600,15264,17800,0.6976,0.7616,0.921410091,17800,29313,293.03,0000,3,23929,32557,43851,5252,8313,35344,47591,62098,4914,6700,42571,59136,80526,2694,3721,1.11,exact
00994200,Shawnee State University,OH,Portsmouth,38.730867,-82.993769,8604,14647,10862,1250,20716,13750,0.4103,0.547,0.854846566,13750,23000,229.92,0000,3,26582,39127,53445,5236,7716,40246,52822,70750,5040,6346,48462,65305,88245,2960,3796,1.7,exact
00373700,Shenandoah University,VA,Winchester,39.167355,-78.157433,33900,33900,10810,1500,46210,20500,0.225,0.6711,0.95840868,20500,25000,249.92,0000,3,29495,44913,61351,5535,8358,44852,63500,85116,5198,6727,52660,74595,103893,2872,3771,1.8,exact
00367900,Snow College,UT,Ephraim,39.360177,-111.58296,3912,13156,3900,1000,8812,3500,0.2612,0.3845,0.526455027,3500,6086,60.84,0000,3,24541,36674,70012,118,172,32639,45751,62075,54,77,,,,,,6.03,exact
00344600,South Carolina State University,SC,Orangeburg,33.497968,-80.848722,11060,21750,9000,2000,22060,20500,0.7309,0.7754,0.918411552,20500,31000,309.9,0000,3,24127,33021,45056,6320,10326,35277,47115,62376,6977,9354,42239,56795,76330,4954,6657,1.07,exact
00347000,South Dakota School of Mines and Technology,SD,Rapid City,44.075439,-103.205753,11020,15400,7980,2050,21050,20500,0.2016,0.4914,0.922588833,20500,27000,269.91,0000,3,50677,72429,87831,4719,6012,72358,91722,112331,4059,4793,84301,110872,140863,2405,2966,2.68,exact
00347100,South Dakota State University,SD,Brookings,44.317485,-96.782139,9200,12675,8069,1200,18469,16750,0.2048,0.5146,0.952068732,16750,23250,232.42,0000,3,34029,47944,63348,26642,35540,47474,62956,83869,25040,29712,55245,76107,107297,15054,18067,2.06,exact
00159200,South Georgia State College,GA,Douglas,31.495903,-82.855231,3310,9662,8750,978,13038,5500,0.5456,0.3589,0.649293717,5500,11949,119.45,0000,3,41393,62339,78544,369,401,56877,80077,109693,188,171,,,,,,5.22,exact
03103400,South Texas College,TX,McAllen,26.217591,-98.253634,4230,7920,6276,1200,11706,,0.3774,0.0,,,,,0000,3,29324,40103,56046,2361,2959,40440,54999,71943,1579,1717,49349,65416,83673,399,446,,exact
01303907,South University - Columbia,SC,Columbia,34.098042,-80.961839,17014,17014,7108,1500,25622,13516,0.6067,0.6517,0.826102368,13516,25379,253.71,0000,3,33544,46217,63676,1284,1800,38809,55151,78938,1176,1521,41973,56406,83474,377,468,1.82,exact
00250100,Southeast Missouri State University,MO,Cape Girardeau,37.311107,-89.531187,8033,14205,9511,637,18181,14450,0.3142,0.4096,0.804022692,14450,21614,216.07,0000,3,26863,37065,49260,18167,29350,38788,51394,68238,16760,23949,45085,60827,86945,8690,13640,1.71,exact
00202400,Southeastern Louisiana University,LA,Hammond,30.514652,-90.468676,8289,20767,9620,1300,19209,11000,0.3692,0.4199,0.816459444,11000,21500,214.93,0000,3,28411,40779,55615,24785,37533,41467,55140,72656,23583,32129,48788,63688,91322,15026,20842,1.9,exact
00317900,Southeastern Oklahoma State University,OK,Durant,34.006808,-96.376864,6750,15390,6800,1200,14750,10568,0.4138,0.3535,0.633217993,10568,17513,175.07,0000,3,29008,40602,55727,3223,5704,41349,54724,74821,3552,5704,45186,60961,90083,748,1831,2.32,exact
00140600,Southern Connecticut State University,CT,New Haven,41.333225,-72.947897,11802,25206,13932,1200,26934,14250,0.4064,0.5877,0.893196203,14250,21500,214.93,0000,3,29699,42508,58848,23881,28921,46306,61994,80597,22000,23988,56914,75667,99371,13339,14269,1.98,exact
00175900,Southern Illinois University Edwardsville,IL,Edwardsville,38.793949,-89.997779,12219,12219,9881,915,23015,16373,0.3309,0.48,0.871261116,16373,20935,209.28,0000,3,30753,44501,62245,26403,39628,44877,60191,81712,24018,32137,52892,73335,103841,12275,18424,2.13,exact
00175800,Southern Illinois University at Carbondale,IL,Carbondale,37.714193,-89.217273,15104,15104,10622,1100,26826,17750,0.3606,0.507,0.867745005,17750,21592,215.85,0000,3,29092,43155,63817,48667,78332,44040,60947,85179,52076,70101,52611,74269,105934,36582,49982,2.0,fuzzy
00321900,Southern Oregon University,OR,Ashland,42.185077,-122.695081,10710,27990,14629,999,26338,15000,0.273,0.345,0.814405889,15000,21497,214.9,0000,3,25359,35512,48391,10226,16461,37660,53521,69727,9739,13873,46347,65776,89995,6100,8911,1.65,exact
00202600,Southern University at New Orleans,LA,New Orleans,30.026162,-90.044912,7059,15960,9040,1300,17399,18750,0.6246,0.6642,0.875471698,18750,30918,309.08,0000,3,26511,36542,47801,3632,6493,36051,48777,62279,3544,5704,41816,55746,74131,2474,3838,1.18,exact
00367800,Southern Utah University,UT,Cedar City,37.674617,-113.070146,6770,20586,7374,1600,15744,7750,0.284,0.4653,0.652471483,7750,13085,130.81,0000,3,27076,38918,52751,7683,12650,41959,58186,77633,5754,8794,50081,72738,104362,1570,2831,2.97,exact
00373800,Southern Virginia University,VA,Buena Vista,37.740368,-79.35037,17696,17696,8774,1500,27970,15750,0.4851,0.5662,0.873150106,15750,24365,243.57,0000,3,24584,34769,49908,981,2161,35144,50390,70630,825,1625,41742,64188,99021,410,866,1.43,exact
00342200,Southern Wesleyan University,SC,Central,34.728068,-82.761586,25676,25676,9370,1060,36106,18297,0.4496,0.6965,0.920911528,18297,26717,267.08,0000,3,34428,47438,68540,5034,7038,42672,56654,82026,4639,6196,48379,64973,95602,3011,4291,1.78,exact
00237500,Southwest Minnesota State University,MN,Marshall,44.45373,-95.759548,9058,9058,8642,1200,18900,14500,0.1076,0.1614,0.888341544,14500,21180,211.73,0000,3,29802,41272,53397,5860,7599,43488,55368,70089,4992,6174,51965,66959,89135,2510,3031,1.95,exact
00318100,Southwestern Oklahoma State University,OK,Weatherford,35.535281,-98.707768,7913,15023,6230,1218,15361,11000,0.3659,0.6013,0.717607973,11000,16156,161.51,0000,3,33275,45536,65384,3671,5850,43549,58335,82797,3922,5850,47878,67083,97841,606,1748,2.82,exact
00159400,Spelman College,GA,Atlanta,33.745279,-84.411527,29972,29972,14768,3000,47740,22921,0.4269,0.7755,0.910585817,22921,26000,259.91,0000,3,26994,40052,58157,2585,4168,39946,58171,76821,2008,2750,,,,,,1.54,exact
00234200,St. Catherine University,MN,Saint Paul,44.924926,-93.183761,42594,42594,9100,1000,52694,19000,0.3831,0.6721,0.933214073,19000,23788,237.8,0000,3,35735,52363,73815,6768,9068,51085,68558,90161,5904,7260,57294,79892,105785,2722,3275,2.2,exact
00237700,St. Cloud State University,MN,Saint Cloud,45.553227,-94.152657,8779,17195,8992,1200,18971,14370,0.2511,0.3668,0.868617684,14370,21500,214.93,0000,3,31169,43170,57081,24954,34513,47173,60829,79570,22347,28573,58287,76761,104018,11576,15082,2.01,fuzzy
00284600,State University of New York at New Paltz,NY,New Paltz,41.740936,-74.082188,8416,18326,14294,1800,24510,15000,0.3573,0.504,0.857999251,15000,18588,185.82,0000,3,25199,35726,50629,19436,32590,42371,60482,81295,19746,26855,54391,77086,105233,12043,15702,1.92,exact
00362400,Stephen F Austin State University,TX,Nacogdoches,31.621056,-94.64908,10600,21616,9642,1202,21444,17500,0.3728,0.4889,0.866099684,17500,23750,237.42,0000,3,30092,42926,57016,30034,43356,45950,59619,75468,28675,36452,53824,69425,93100,17327,23544,1.81,exact
00362500,Sul Ross State University,TX,Alpine,30.363139,-103.651469,8777,21047,9326,1242,19345,10750,0.5619,0.4435,0.682299546,10750,15556,155.51,0000,3,27072,37769,50783,4888,7525,39197,53636,66130,4885,6440,49179,62743,75377,3210,4250,2.43,exact
00374200,Sweet Briar College,VA,Sweet Briar,37.556725,-79.081014,22700,22700,13500,1300,37500,14000,0.3077,0.5755,0.872340426,14000,27000,269.91,0000,3,24702,34916,48976,1484,2698,39986,54833,73986,1741,2497,47725,65074,88609,1129,1824,1.29,exact
00363100,Tarleton State University,TX,Stephenville,32.214988,-98.214866,8276,17448,9321,1036,18633,13750,0.3918,0.5289,0.85335599,13750,19500,194.94,0000,3,31227,45023,61571,29187,39144,46112,60899,78815,24892,31300,53298,69972,95331,13390,18664,2.31,exact
03170300,Texas A & M University - Texarkana,TX,Texarkana,33.490482,-94.103617,7764,20273,10800,1400,19964,12351,0.5055,0.5497,0.830382106,12351,18749,187.43,0000,3,30560,41623,54156,2984,3952,41473,51053,66471,2369,2914,44767,57144,74872,720,865,2.22,fuzzy
00965100,Texas A&M International University,TX,Laredo,27.571172,-99.436043,7683,18983,8809,1270,17762,11000,0.6648,0.3754,0.551491819,11000,15000,149.95,0000,3,27319,40307,57995,11852,15473,43013,58530,72190,10923,11704,56026,67732,83042,6014,5936,2.69,fuzzy
04229500,Texas A&M University - Central Texas,TX,Killeen,31.053407,-97.775182,6483,16299,9226,1400,17109,13612,0.5261,0.5312,0.688693098,13612,17207,172.01,0000,3,31048,44395,61550,3847,5111,46656,59515,75853,3147,3305,51376,67461,87434,980,,2.58,exact
00356500,Texas A&M University - Commerce,TX,Commerce,33.243745,-95.908451,9820,22090,9567,1176,20563,14000,0.4347,0.4782,0.811025461,14000,20500,204.93,0000,3,31522,45138,59833,22077,29472,45233,58455,73755,19418,23738,51737,65194,83541,11231,13954,2.2,fuzzy
01116100,Texas A&M University - Corpus Christi,TX,Corpus Christi,27.713723,-97.32395,9553,20343,11247,1104,21904,14640,0.4027,0.478,0.836698337,14640,23347,233.39,0000,3,29975,44392,62174,20894,29574,46350,62122,79689,18720,23971,55065,71728,99553,11448,14515,1.9,fuzzy
00363900,Texas A&M University - Kingsville,TX,Kingsville,27.525168,-97.882387,9779,25266,8787,1244,19810,15131,0.4592,0.5062,0.802219482,15131,23250,232.42,0000,3,28854,42252,59165,13076,22843,45631,60363,78953,12965,19398,53501,69511,97197,8277,11696,1.82,fuzzy
04248500,Texas A&M University-San Antonio,TX,San Antonio,29.304762,-98.52417,8901,21896,10552,1200,20653,12500,0.5252,0.4758,0.755931279,12500,17584,175.78,0000,3,30660,43183,59467,8777,8249,46179,60446,73755,6514,4267,55612,67308,83037,1634,,2.46,exact
00364200,Texas Southern University,TX,Houston,29.721046,-95.361113,9173,21443,9280,1646,20099,14000,0.693,0.698,0.816010329,14000,29340,293.3,0000,3,28570,40694,56672,10248,16118,41563,58679,76503,9569,13077,50971,71150,90893,5843,7638,1.39,exact
03064600,Texas Southmost College,TX,Brownsville,25.899628,-97.492241,3148,4948,8034,1344,12526,6000,0.3507,0.0863,0.315202853,6000,8809,88.06,0000,3,35716,48802,58910,8796,13207,47292,55910,68010,7007,9991,52024,59790,73492,4633,6660,5.54,exact
00361500,Texas State University,TX,San Marcos,29.888885,-97.943029,10855,22307,10880,760,22495,14708,0.3632,0.4915,0.872185154,14708,21218,212.11,0000,3,29726,42547,58094,85964,118962,47791,63208,81451,76577,96147,57105,74459,105419,43253,56860,2.01,exact
00364400,Texas Tech University,TX,Lubbock,33.583448,-101.874783,11600,23870,9956,1200,22756,15750,0.2545,0.3999,0.861119703,15750,22000,219.93,0000,3,32426,47605,65674,71032,106935,51582,68820,94620,68007,86860,61750,86843,130722,40034,52981,2.16,exact
01067400,Texas Tech University Health Sciences Center,TX,Lubbock,33.589284,-101.891915,,,,,,12042,0.1996,0.5237,0.889317889,12042,12500,124.96,0000,3,62368,75999,91854,14353,15514,68796,88525,111380,11150,11906,75275,103796,136575,4676,5375,6.08,exact
04280800,Texas Tech University Health Sciences Center El Paso,TX,El Paso,31.771891,-106.43122,,,,,,12500,0.4233,0.77,,12500,12500,,0000,3,61231,73713,89712,469,,,,,,,,,,,,5.9,exact
00364600,Texas Woman's University,TX,Denton,33.226211,-97.127842,8255,18071,9730,1050,19035,14000,0.39,0.4388,0.823440535,14000,19845,198.38,0000,3,34835,52726,71726,26815,35224,50064,67088,88098,23703,28571,57437,76366,104603,12869,16033,2.66,exact
00183900,Trine University,IN,Angola,41.632502,-85.008009,33490,33490,11380,1200,46070,16822,0.1591,0.3984,0.911636046,16822,23945,239.37,0000,3,36494,55974,74372,1481,2794,54209,72676,91837,1514,2794,90582,136460,209919,48,732,2.34,exact
